,lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
249,250,anderda01,,,1868.0,10.0,10.0,USA,PA,Chester,1897.0,3.0,22.0,USA,PA,Chester,Dave,Anderson,,David S.,,181.885744235,,,L,8/24/1889,9/29/1890,,anderda01,anderda01,anded102,anderda01,anderda01
250,251,anderda02,,,1960.0,8.0,1.0,USA,KY,Louisville,,,,,,,Dave,Anderson,,David Carter,,185.0,74.0,R,R,5/8/1983,10/3/1992,Memphis,anderda02,anderda02,anded001,anderda02,anderda02
251,252,anderdw01,,,1947.0,11.0,23.0,USA,CA,Oakland,,,,,,,Dwain,Anderson,,Dwain Cleaven,,165.0,71.0,R,R,9/3/1971,5/28/1974,,anderdw01,anderdw01,anded101,anderdw01,anderdw01
252,253,anderfe01,,,1918.0,1.0,9.0,USA,KS,Maple City,1978.0,3.0,12.0,USA,MO,Joplin,Ferrell,Anderson,,Ferrell Jack,Andy,200.0,73.0,R,R,4/16/1946,9/1/1953,,anderfe01,anderfe01,andef102,anderfe01,anderfe01
253,254,anderfr01,,,1885.0,12.0,11.0,USA,NC,Calahaln,1957.0,11.0,8.0,USA,NC,Winston-Salem,Fred,Anderson,,John Frederick,,180.0,74.0,R,R,9/25/1909,7/9/1918,,anderfr01,anderfr01,andef101,anderfr01,anderfr01
254,255,anderga01,,,1972.0,6.0,30.0,USA,CA,Los Angeles,,,,,,,Garret,Anderson,,Garret Joseph,,225.0,75.0,L,L,7/27/1994,,,anderga01,anderga01,andeg001,anderga01,anderga01
255,256,anderge01,,,1889.0,9.0,26.0,USA,OH,Cleveland,1962.0,5.0,28.0,USA,OH,Cleveland,George,Anderson,,George Jendrus,Andy,160.0,68.0,L,R,5/26/1914,9/2/1918,,anderge01,anderge01,andeg102,anderge01,anderge01
256,257,andergo01,,,1880.0,1.0,13.0,USA,OH,Cleveland,1923.0,3.0,15.0,USA,IN,South Bend,Goat,Anderson,,Edward John,,181.885744235,,L,R,4/11/1907,10/6/1907,,andergo01,andergo01,andeg101,andergo01,andergo01
257,258,anderha01,,,1904.0,2.0,10.0,USA,MO,St. Louis,1974.0,5.0,1.0,USA,MO,St.Louis,Hal,Anderson,,Harold,,160.0,71.0,R,R,4/12/1932,4/19/1932,,anderha01,anderha01,andeh102,anderha01,anderha01
258,259,anderha02,,,1931.0,9.0,10.0,USA,MD,North East,1998.0,6.0,11.0,USA,DE,Greenville,Harry,Anderson,,Harry Walter,Harry the Horse,205.0,75.0,L,R,4/18/1957,5/5/1961,,anderha02,anderha02,andeh101,anderha02,anderha02
259,260,anderji01,,,1957.0,2.0,23.0,USA,CA,Los Angeles,,,,,,,Jim,Anderson,,James Lea,,170.0,72.0,R,R,7/2/1978,9/26/1984,,anderji01,anderji01,andej001,anderji01,anderji01
260,261,anderji02,,,1976.0,1.0,22.0,USA,VA,Portsmouth,,,,,,,Jimmy,Anderson,,,,195.0,73.0,L,L,7/4/1999,7/21/2004,,anderji02,anderji02,andej002,anderji02,anderji02
261,262,anderjo01,,,1873.0,12.0,14.0,Norway,,Sarpsborg,1949.0,7.0,23.0,USA,MA,Worcester,John,Anderson,,John Joseph,Honest John,180.0,74.0,B,R,9/8/1894,10/2/1908,,anderjo01,anderjo01,andej101,anderjo01,anderjo01
262,263,anderjo02,,,1932.0,11.0,23.0,USA,MN,St. Paul,,,,,,,John,Anderson,,John Charles,,190.0,73.0,R,R,8/17/1958,6/23/1962,,anderjo02,anderjo02,andej102,anderjo02,anderjo02
263,264,anderke01,,,1963.0,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,,Kent McKay,,180.0,73.0,R,R,4/15/1989,9/6/1990,South Carolina,anderke01,anderke01,andek001,anderke01,anderke01
264,265,anderla01,,,1952.0,12.0,3.0,USA,CA,Maywood,,,,,,,Larry,Anderson,,Lawrence Dennis,,190.0,75.0,R,R,9/25/1974,6/26/1977,,anderla01,anderla01,andel101,anderla01,anderla01
265,266,anderma02,,,1974.0,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,,,,190.0,70.0,L,R,9/8/1998,,,anderma02,anderma02,andem003,anderma02,anderma02
266,267,anderma01,,,1976.0,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,,Matthew Jason,,200.0,76.0,R,R,6/25/1998,7/1/2005,,anderma01,anderma01,andem002,anderma01,anderma01
267,268,andermi01,,,1951.0,6.0,22.0,USA,SC,Florence,,,,,,,Mike,Anderson,,Michael Allen,,200.0,74.0,R,R,9/2/1971,9/30/1979,,andermi01,andermi01,andem101,andermi01,andermi01
268,269,andermi02,,,1966.0,7.0,30.0,USA,TX,Austin,,,,,,,Mike,Anderson,,Michael James,,200.0,75.0,R,R,9/7/1993,9/17/1993,,andermi02,andermi02,andem001,andermi02,andermi02
269,270,anderre01,,,1912.0,6.0,19.0,USA,IA,Lawton,1972.0,8.0,7.0,USA,IA,Sioux City,Red,Anderson,,Arnold Revola,,210.0,75.0,R,R,9/19/1937,9/24/1941,,anderre01,anderre01,ander102,anderre01,anderre01
270,271,anderri01,,,1953.0,12.0,25.0,USA,CA,Inglewood,1989.0,6.0,23.0,USA,CA,Wilmington,Rick,Anderson,,Richard Lee,,210.0,74.0,R,R,9/18/1979,10/5/1980,Los Angeles Valley JC,anderri01,anderri01,ander101,anderri01,anderri01
271,272,anderri02,,,1956.0,11.0,29.0,USA,WA,Everett,,,,,,,Rick,Anderson,,Richard Arlen,,175.0,72.0,R,R,6/9/1986,7/28/1988,Washington,anderri02,anderri02,ander001,anderri02,anderri02
272,273,andersc01,,,1962.0,8.0,1.0,USA,OR,Corvallis,,,,,,,Scott,Anderson,,Scott Richard,,190.0,78.0,R,R,4/8/1987,8/26/1995,Oregon,andersc01,andersc01,andes001,andersc01,andersc01
273,274,andersp01,andersp01m,andersp01h,1934.0,2.0,22.0,USA,SD,Bridgewater,,,,,,,Sparky,Anderson,,George Lee,Captain Hook,170.0,69.0,R,R,4/10/1959,9/27/1959,,andersp01,andersp01,andes101,andersp01,andersp01
274,275,anderva01,,,1866.0,6.0,18.0,USA,IL,Geneva,1941.0,11.0,5.0,USA,IL,Rockford,Varney,Anderson,,Varney Samuel,Varn,165.0,70.0,R,R,8/1/1889,5/6/1896,,anderva01,anderva01,andev101,anderva01,anderva01
275,276,anderwa01,,,1897.0,9.0,25.0,USA,MI,Grand Rapids,1990.0,1.0,6.0,USA,MI,Battle Creek,Walter,Anderson,,Walter Carl,Lefty,160.0,74.0,L,L,5/14/1917,5/2/1919,,anderwa01,anderwa01,andew102,anderwa01,anderwa01
276,277,anderwi01,,,1886.0,8.0,13.0,USA,TX,Lillian,1950.0,12.0,19.0,USA,TX,Fort Worth,Wingo,Anderson,,Wingo Charlie,,150.0,70.0,L,L,4/16/1910,6/1/1910,,anderwi01,anderwi01,andew101,anderwi01,anderwi01
277,278,andrejo01,,,1923.0,1.0,3.0,USA,MA,Brockton,1976.0,11.0,25.0,USA,MA,Centerville,John,Andre,,John Edward,,200.0,76.0,L,R,4/16/1955,7/16/1955,,andrejo01,andrejo01,andrj102,andrejo01,andrejo01
278,279,andreer01,,,1918.0,1.0,11.0,USA,IN,Jeffersonville,,,,,,,Ernie,Andres,,Ernest Henry,Junie,200.0,73.0,R,R,4/16/1946,5/16/1946,,andreer01,andreer01,andre103,andreer01,andreer01
279,280,andreki01,,,1953.0,11.0,14.0,USA,CA,Glendale,,,,,,,Kim,Andrew,,Kim Darrell,,160.0,70.0,R,R,4/16/1975,4/21/1975,,andreki01,andreki01,andrk101,andreki01,andreki01
280,281,andrecl01,,,1978.0,5.0,15.0,USA,FL,Dunedin,,,,,,,Clayton,Andrews,,,,175.0,72.0,R,L,4/16/2000,6/13/2000,,andrecl01,andrecl01,andrc001,andrecl01,andrecl01
281,282,andreed01,,,1859.0,4.0,5.0,USA,OH,Painesville,1934.0,8.0,12.0,USA,FL,W.Palm Beach,Ed,Andrews,,George Edward,,160.0,68.0,R,R,5/1/1884,7/26/1891,,andreed01,andreed01,andre101,andreed01,andreed01
282,283,andreel01,,,1901.0,12.0,11.0,USA,SC,Greenwood,1979.0,11.0,25.0,USA,SC,Greenwood,Elbert,Andrews,,Elbert De Vore,,175.0,72.0,L,R,5/1/1925,6/12/1925,,andreel01,andreel01,andre102,andreel01,andreel01
283,284,andrefr01,,,1952.0,5.0,4.0,USA,LA,Lafayette,,,,,,,Fred,Andrews,,Fred,,163.0,68.0,R,R,9/26/1976,10/2/1977,,andrefr01,andrefr01,andrf101,andrefr01,andrefr01
284,285,andrehu01,,,1922.0,8.0,31.0,USA,OK,Burbank,,,,,,,Hub,Andrews,,Herbert Carl,,170.0,72.0,R,R,4/20/1947,4/30/1948,,andrehu01,andrehu01,andrh101,andrehu01,andrehu01
285,286,andreiv01,,,1907.0,5.0,6.0,USA,AL,Dora,1970.0,11.0,24.0,USA,AL,Birmingham,Ivy,Andrews,,Ivy Paul,Poison,200.0,73.0,R,R,8/15/1931,9/28/1938,,andreiv01,andreiv01,andri101,andreiv01,andreiv01
286,287,andreji01,,,1865.0,6.0,5.0,USA,MA,Shelburne Falls,1907.0,12.0,27.0,USA,IL,Chicago,Jim,Andrews,,James Pratt,,181.885744235,,,,4/19/1890,7/4/1890,,andreji01,andreji01,andrj103,andreji01,andreji01
287,288,andrejo02,,,1949.0,2.0,9.0,USA,CA,Monterey Park,,,,,,,John,Andrews,,John Richard,,175.0,70.0,L,L,4/8/1973,9/19/1973,,andrejo02,andrejo02,andrj101,andrejo02,andrejo02
288,289,andremi01,,,1943.0,7.0,9.0,USA,CA,Los Angeles,,,,,,,Mike,Andrews,,Michael Jay,,195.0,75.0,R,R,9/18/1966,9/29/1973,,andremi01,andremi01,andrm101,andremi01,andremi01
289,290,andrena01,,,1913.0,9.0,30.0,USA,NC,Pembroke,1991.0,4.0,26.0,USA,NC,Winston-Salem,Nate,Andrews,,Nathan Hardy,,195.0,72.0,R,R,5/1/1937,6/23/1946,,andrena01,andrena01,andrn101,andrena01,andrena01
290,291,andrero01,,,1952.0,12.0,11.0,USA,CA,Santa Monica,,,,,,,Rob,Andrews,,Robert Patrick,,185.0,72.0,R,R,4/7/1975,9/26/1979,El Camino JC,andrero01,andrero01,andrr101,andrero01,andrero01
291,292,andresh01,,,1971.0,8.0,28.0,USA,TX,Dallas,,,,,,,Shane,Andrews,,Darrell Shane,,215.0,73.0,R,R,4/26/1995,9/29/2002,,andresh01,andresh01,andrs001,andresh01,andresh01
292,293,andrest01,,,1917.0,4.0,17.0,USA,MA,Lynn,1995.0,6.0,10.0,USA,FL,Bradenton,Stan,Andrews,,Stanley Joseph,Polo,178.0,71.0,R,R,6/11/1939,9/30/1945,,andrest01,andrest01,andrs101,andrest01,andrest01
293,294,andrewa01,,,1859.0,9.0,18.0,USA,PA,Philadelphia,1940.0,1.0,20.0,USA,IN,Indianapolis,Wally,Andrews,,William Walter,,170.0,75.0,R,R,5/22/1884,8/8/1888,,andrewa01,andrewa01,andrw102,andrewa01,andrewa01
294,295,andrubi01,,,1907.0,7.0,25.0,USA,TX,Beaumont,1982.0,3.0,12.0,USA,DC,Washington,Bill,Andrus,,William Morgan,Andy,185.0,72.0,R,R,9/19/1931,5/11/1937,,andrubi01,andrubi01,andrb101,andrubi01,andrubi01
295,296,andrufr01,,,1850.0,8.0,23.0,USA,MI,Washington,1937.0,11.0,10.0,USA,MI,Detroit,Fred,Andrus,,Frederick Hotham,,185.0,74.0,R,R,7/25/1876,7/4/1884,,andrufr01,andrufr01,andrf102,andrufr01,andrufr01
296,297,andruwi01,,,1858.0,10.0,14.0,CAN,ON,Orono,1935.0,6.0,17.0,USA,MT,Miles City,Wiman,Andrus,,William Wiman,,155.0,66.0,,,9/15/1885,9/15/1885,,andruwi01,andruwi01,andrw101,andruwi01,andruwi01
297,298,andujjo01,,,1952.0,12.0,21.0,D.R.,,San Pedro de Macoris,,,,,,,Joaquin,Andujar,,Joaquin,,170.0,72.0,B,R,4/8/1976,9/30/1988,,andujjo01,andujjo01,anduj001,andujjo01,andujjo01
298,299,andujlu01,,,1972.0,11.0,22.0,D.R.,,Bani,,,,,,,Luis,Andujar,,Luis (Sanchez),,175.0,74.0,R,R,9/8/1995,6/28/1998,,andujlu01,andujlu01,andul001,andujlu01,andujlu01
299,300,angelno01,,,1947.0,9.0,24.0,USA,CA,San Francisco,,,,,,,Norm,Angelini,,Norman Stanley,,175.0,71.0,L,L,7/22/1972,6/19/1973,,angelno01,angelno01,angen101,angelno01,angelno01
300,301,angleto01,,,1904.0,10.0,2.0,USA,MD,Baltimore,1952.0,10.0,26.0,USA,KS,Wichita,Tom,Angley,,Thomas Samuel,,190.0,68.0,L,R,4/23/1929,4/30/1929,,angleto01,angleto01,anglt101,angleto01,angleto01
301,302,ankenpa01,,,1912.0,12.0,23.0,USA,TX,Houston,1989.0,1.0,13.0,USA,TX,Houston,Pat,Ankenman,,Frederick Norman,,125.0,64.0,R,R,4/16/1936,6/2/1944,,ankenpa01,ankenpa01,ankep101,ankenpa01,ankenpa01
302,303,ankieri01,,,1979.0,7.0,19.0,USA,FL,Fort Pierce,,,,,,,Rick,Ankiel,,,,205.0,74.0,L,L,8/23/1999,,,ankieri01,ankieri01,ankir001,ankieri01,ankieri01
303,304,annisbi01,,,1857.0,3.0,8.0,USA,MA,Stoneham,1923.0,6.0,10.0,USA,ME,Kennebunkport,Bill,Annis,,William Perley,,150.0,67.0,R,,5/1/1884,8/8/1884,,annisbi01,annisbi01,annib101,annisbi01,annisbi01
304,305,ansonca01,ansonca01m,ansonca01h,1852.0,4.0,17.0,USA,IA,Marshalltown,1922.0,4.0,14.0,USA,IL,Chicago,Cap,Anson,,Adrian Constantine,Pop,227.0,72.0,R,R,5/6/1871,10/3/1897,,ansonca01,ansonca01,ansoc101,ansonca01,ansonca01
305,306,anthoer01,,,1967.0,11.0,8.0,USA,CA,San Diego,,,,,,,Eric,Anthony,,Eric Todd,,195.0,74.0,L,L,7/28/1989,9/27/1997,,anthoer01,anthoer01,anthe001,anthoer01,anthoer01
306,307,antoljo01,,,1916.0,4.0,11.0,USA,PA,Hokendauqua,2002.0,6.0,25.0,USA,PA,Catasauqua,Joe,Antolick,,Joseph,,185.0,72.0,R,R,9/20/1944,9/26/1944,,antoljo01,antoljo01,antoj102,antoljo01,antoljo01
307,308,antonjo01,,,1915.0,7.0,15.0,USA,TN,Memphis,1990.0,4.0,18.0,USA,TN,Memphis,John,Antonelli,,John Lawrence,,165.0,70.0,R,R,9/16/1944,9/17/1945,,antonjo01,antonjo01,antoj101,antonjo01,antonjo01
308,309,antonjo02,,,1930.0,4.0,12.0,USA,NY,Rochester,,,,,,,Johnny,Antonelli,,John August,,185.0,73.0,L,L,7/4/1948,9/4/1961,,antonjo02,antonjo02,antoj103,antonjo02,antonjo02
309,310,antonbi01,,,1927.0,5.0,19.0,USA,NY,Brooklyn,1993.0,3.0,4.0,USA,MN,Fridley,Bill,Antonello,,William James,,185.0,71.0,R,R,4/30/1953,9/27/1953,,antonbi01,antonbi01,antob101,antonbi01,antonbi01
310,311,aparilu01,,aparilu01h,1934.0,4.0,29.0,Venezuela,,Maracaibo,,,,,,,Luis,Aparicio,,Luis Ernesto (Montiel),Little Louie,160.0,69.0,R,R,4/17/1956,9/28/1973,,aparilu01,aparilu01,aparl101,aparilu01,aparilu01
311,312,apodabo01,,,1950.0,1.0,31.0,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,,Robert John,,170.0,71.0,R,R,9/18/1973,9/18/1977,,apodabo01,apodabo01,apodb101,apodabo01,apodabo01
312,313,apontlu01,,,1953.0,6.0,14.0,Venezuela,,ElTigre,,,,,,,Luis,Aponte,,Luis Eduardo (Yuripe),,185.0,72.0,R,R,9/4/1980,7/6/1984,,apontlu01,apontlu01,aponl001,apontlu01,apontlu01
313,314,appieke01,,appieke01h,1967.0,12.0,6.0,USA,CA,Lancaster,,,,,,,Kevin,Appier,,Robert Kevin,Ape,180.0,74.0,R,R,6/4/1989,4/23/2004,Fresno State,appieke01,appieke01,appik001,appieke01,appieke01
314,315,applefr01,,,1879.0,5.0,9.0,USA,PA,Williamsport,1968.0,4.0,21.0,USA,PA,Williamsport,Fred,Applegate,,Frederick Romaine,,180.0,74.0,R,R,9/30/1904,10/10/1904,,applefr01,applefr01,applf101,applefr01,applefr01
315,316,appleed01,,,1892.0,2.0,29.0,USA,TX,Arlington,1932.0,1.0,27.0,USA,TX,Arlington,Ed,Appleton,,Edward Samuel,Whitey,173.0,72.0,R,R,4/16/1915,10/5/1916,,appleed01,appleed01,apple101,appleed01,appleed01
316,317,applepe01,,,1904.0,5.0,20.0,USA,CT,Terryville,1974.0,1.0,18.0,USA,NJ,Trenton,Pete,Appleton,born Peter William Jablonowski and legally changed name in 1933,Peter William,Jake,180.0,71.0,R,R,9/14/1927,9/20/1945,,applepe01,applepe01,applp101,applepe01,applepe01
317,318,applilu01,applilu01m,applilu01h,1907.0,4.0,2.0,USA,NC,High Point,1991.0,1.0,3.0,USA,GA,Cumming,Luke,Appling,,Lucius Benjamin,"Old Aches and Pains,Luscious Luke",183.0,70.0,R,R,9/10/1930,10/1/1950,,applilu01,applilu01,appll101,applilu01,applilu01
318,319,aquinlu01,,,1964.0,5.0,19.0,P.R.,,Santurce,,,,,,,Luis,Aquino,,Luis Antonio (Colon),,155.0,72.0,R,R,8/8/1986,9/12/1995,,aquinlu01,aquinlu01,aquil001,aquinlu01,aquinlu01
319,320,aragoan01,,,1890.0,8.0,2.0,Cuba,,Havana,1952.0,1.0,24.0,USA,NY,New York,Angel,Aragon,,Angel (Valdes),Pete,150.0,65.0,R,R,8/20/1914,7/14/1917,,aragoan01,aragoan01,araga101,aragoan01,aragoan01
320,321,aragoja01,,,1915.0,11.0,20.0,Cuba,,Havana,1988.0,4.0,4.0,USA,FL,Clearwater,Jack,Aragon,,Angel Valdes (Reyes),,176.0,70.0,R,R,8/13/1941,8/13/1941,,aragoja01,aragoja01,aragj101,aragoja01,aragoja01
321,322,archdma01,,,1897.0,12.0,14.0,USA,MO,St. Louis,1954.0,9.0,5.0,USA,MO,St.Louis,Maurice,Archdeacon,,Maurice John,"Flash,Comet",153.0,68.0,L,L,9/17/1923,5/29/1925,,archdma01,archdma01,archm101,archdma01,archdma01
322,323,archefr01,,,1910.0,3.0,7.0,USA,TN,Johnson City,1981.0,10.0,31.0,USA,NC,Charlotte,Fred,Archer,,Frederick Marvin,Lefty,193.0,72.0,L,L,9/5/1936,9/9/1937,,archefr01,archefr01,archf101,archefr01,archefr01
323,324,archeji02,,,1932.0,5.0,25.0,USA,VA,Max Meadows,,,,,,,Jim,Archer,,James William,,190.0,72.0,R,L,4/30/1961,9/19/1962,,archeji02,archeji02,archj101,archeji02,archeji02
324,325,archeji01,,archeji01h,1883.0,5.0,13.0,Ireland,,Dublin,1958.0,3.0,29.0,USA,WI,Milwaukee,Jimmy,Archer,,James Patrick,,168.0,70.0,R,R,9/6/1904,9/2/1918,,archeji01,archeji01,archj102,archeji01,archeji01
325,326,archige01,,,1914.0,4.0,27.0,USA,TN,Nashville,2001.0,9.0,20.0,,,,George,Archie,,George Albert,,170.0,72.0,R,R,9/14/1938,4/21/1946,,archige01,archige01,archg101,archige01,archige01
326,327,arciajo01,,,1943.0,8.0,22.0,Cuba,,Havana,,,,,,,Jose,Arcia,,Jose Raimundo (Orta),,170.0,75.0,R,R,4/10/1968,9/30/1970,,arciajo01,arciajo01,arcij101,arciajo01,arciajo01
327,328,ardelda01,,,1941.0,5.0,27.0,USA,WA,Seattle,,,,,,,Dan,Ardell,,Daniel Miers,,190.0,74.0,L,L,9/14/1961,9/27/1961,USC,ardelda01,ardelda01,arded101,ardelda01,ardelda01
328,329,ardizru01,,,1919.0,11.0,20.0,Italy,,Oleggio,,,,,,,Rugger,Ardizoia,,Rinaldo Joseph,,180.0,71.0,R,R,4/30/1947,4/30/1947,,ardizru01,ardizru01,ardir101,ardizru01,ardizru01
329,330,ardnejo01,,,1858.0,2.0,27.0,USA,OH,Mount Vernon,1935.0,9.0,15.0,USA,OH,Cleveland,Joe,Ardner,,Joseph A.,Old Hoss,160.0,,R,R,5/1/1884,8/18/1890,,ardnejo01,ardnejo01,ardnj101,ardnejo01,ardnejo01
330,331,ardoida01,,,1974.0,7.0,8.0,USA,LA,Mamou,,,,,,,Danny,Ardoin,,Daniel Wayne,,205.0,72.0,R,R,8/2/2000,9/26/2008,,ardoida01,ardoida01,ardod001,ardoida01,ardoida01
331,332,arellfr01,,,1882.0,1.0,28.0,USA,CA,Santa Cruz,1918.0,12.0,13.0,USA,CA,San Jose,Frank,Arellanes,,Frank Julian,,180.0,72.0,R,R,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
332,333,arftha01,,,1922.0,1.0,28.0,USA,MO,Manchester,2002.0,12.0,14.0,USA,MO,St. Louis,Hank,Arft,,Henry Irven,Bow Wow,190.0,70.0,L,L,7/27/1948,5/23/1952,,arftha01,arftha01,arfth101,arftha01,arftha01
333,334,ariasal01,,,1967.0,11.0,20.0,USA,NY,New York,,,,,,,Alex,Arias,,Alejandro,,185.0,75.0,R,R,5/12/1992,9/22/2002,,ariasal01,ariasal01,ariaa001,ariasal01,ariasal01
334,335,ariasge01,,,1972.0,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,,George Alberto,,190.0,71.0,R,R,4/2/1996,7/28/1999,Arizona,ariasge01,ariasge01,ariag001,ariasge01,ariasge01
335,336,ariasru01,,,1931.0,6.0,6.0,Cuba,,Las Villas,,,,,,,Rudy,Arias,,Rodolfo (Martinez),,165.0,70.0,L,L,4/10/1959,8/26/1959,,ariasru01,ariasru01,ariar101,ariasru01,ariasru01
336,337,arletbu01,,,1899.0,1.0,3.0,USA,CA,Elmhurst,1964.0,5.0,16.0,USA,MN,Minneapolis,Buzz,Arlett,,Russell Loris,,225.0,75.0,B,R,4/14/1931,9/27/1931,,arletbu01,arletbu01,arleb101,arletbu01,arletbu01
337,338,arlicdo01,,,1943.0,2.0,15.0,USA,MI,Wayne,,,,,,,Don,Arlich,,Donald Louis,,185.0,74.0,L,L,10/2/1965,8/4/1966,,arlicdo01,arlicdo01,arlid101,arlicdo01,arlicdo01
338,339,arlinst01,,,1945.0,9.0,25.0,USA,WA,Seattle,,,,,,,Steve,Arlin,,Stephen Ralph,,195.0,75.0,R,R,6/17/1969,9/14/1974,,arlinst01,arlinst01,arlis101,arlinst01,arlinst01
339,340,armasma01,,,1969.0,8.0,5.0,Venezuela,,Puerto Piritu,,,,,,,Marcos,Armas,,Marcos Rafael (Ruiz),,190.0,77.0,R,R,5/25/1993,9/29/1993,,armasma01,armasma01,armam001,armasma01,armasma01
340,341,armasto01,,,1953.0,7.0,2.0,Venezuela,,Puerto Piritu,,,,,,,Tony,Armas,,Antonio Rafael (Machado),,182.0,71.0,R,R,9/6/1976,10/1/1989,,armasto01,armasto01,armat001,armasto01,armasto01
341,342,armasto02,,,1978.0,4.0,29.0,Venezuela,,Puerto Piritu,,,,,,,Tony,Armas,,Antonio Jose,,205.0,76.0,R,R,8/16/1999,7/7/2008,,armasto02,armasto02,armat002,armasto02,armasto02
342,343,armbred01,,,1948.0,7.0,4.0,Bahamas,,Nassau,,,,,,,Ed,Armbrister,,Edison Rosanda,,160.0,71.0,R,R,8/31/1973,10/2/1977,,armbred01,armbred01,armbe101,armbred01,armbred01
343,344,armbror01,,,1908.0,3.0,2.0,USA,AR,Beirne,1967.0,10.0,2.0,USA,AL,Mobile,Orville,Armbrust,,Orville Martin,,195.0,70.0,R,R,9/18/1934,9/30/1934,,armbror01,armbror01,armbo101,armbror01,armbror01
344,345,armbrch01,,,1880.0,8.0,30.0,USA,OH,Cincinnati,1964.0,10.0,7.0,USA,OR,Grants Pass,Charlie,Armbruster,,Charles Anthony,,180.0,69.0,R,R,7/17/1905,9/11/1907,,armbrch01,armbrch01,armbc101,armbrch01,armbrch01
345,346,armbrha01,,,1882.0,3.0,20.0,USA,OH,Liverpool,1953.0,12.0,10.0,USA,OH,Cincinnati,Harry,Armbruster,,Henry Gregory,Army,190.0,70.0,L,L,4/30/1906,10/3/1906,,armbrha01,armbrha01,armbh101,armbrha01,armbrha01
346,347,,armoubi99m,,1869.0,9.0,3.0,USA,PA,Homestead,1922.0,12.0,2.0,USA,MN,Minneapolis,Bill,Armour,,William Reginald,,181.885744235,,,,,,,armoubi99,armoubi99,armob801,armoubi99,armoubi99
347,348,armstbo01,,,1850.0,,,USA,MD,Baltimore,,,,,,,Bob,Armstrong,,Robert,,160.0,74.0,,,6/26/1871,8/29/1871,,armstsa01,armstsa01,armsr101,armstsa01,armstsa01
348,349,armstge01,,,1924.0,6.0,3.0,USA,NJ,Orange,1993.0,7.0,24.0,USA,NJ,Orange,George,Armstrong,,Noble George,Dodo,190.0,70.0,R,R,4/26/1946,6/23/1946,,armstge01,armstge01,armsg101,armstge01,armstge01
349,350,armstho01,,,1889.0,12.0,2.0,USA,OH,East Claridon,1926.0,3.0,8.0,USA,NY,Canisteo,Howard,Armstrong,,Howard Elmer,,165.0,69.0,R,R,9/30/1911,9/30/1911,,armstho01,armstho01,armsh101,armstho01,armstho01
350,351,armstja01,,,1965.0,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,,Jack William,,220.0,77.0,R,R,6/21/1988,4/17/1994,Oklahoma,armstja01,armstja01,armsj001,armstja01,armstja01
351,352,armstmi01,,,1954.0,3.0,7.0,USA,NY,Glen Cove,,,,,,,Mike,Armstrong,,Michael Dennis,,193.0,75.0,R,R,8/12/1980,7/5/1987,Miami (FL),armstmi01,armstmi01,armsm001,armstmi01,armstmi01
352,353,arndtha01,,,1879.0,2.0,12.0,USA,IN,South Bend,1921.0,3.0,25.0,USA,IN,South Bend,Harry,Arndt,,Harry John,,165.0,,R,R,7/2/1902,5/25/1907,,arndtha01,arndtha01,arndh101,arndtha01,arndtha01
353,354,arndtla01,,,1963.0,2.0,25.0,USA,OH,Fremont,,,,,,,Larry,Arndt,,Larry Wayne,,195.0,73.0,R,R,6/6/1989,6/7/1989,Bowling Green State,arndtla01,arndtla01,arndl001,arndtla01,arndtla01
354,355,arnolbi01,,,1851.0,3.0,2.0,USA,CT,Middletown,1899.0,1.0,17.0,USA,NY,Albany,Billy,Arnold,,Willis S.,,181.885744235,,,,4/26/1872,5/2/1872,,arnolbi01,arnolbi01,arnob101,arnolbi01,arnolbi01
355,356,arnolch01,,,1947.0,11.0,6.0,USA,CA,Long Beach,,,,,,,Chris,Arnold,,Christopher Paul,,160.0,70.0,R,R,9/7/1971,10/2/1976,,arnolch01,arnolch01,arnoc101,arnolch01,arnolch01
356,357,arnolja01,,,1974.0,3.0,24.0,USA,MI,Dearborn,,,,,,,Jamie,Arnold,,,,190.0,74.0,R,R,4/20/1999,10/1/2000,,arnolja01,arnolja01,arnoj001,arnolja01,arnolja01
357,358,arnolsc01,,,1962.0,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,,Scott Gentry,,210.0,74.0,R,R,4/7/1988,4/23/1988,Miami (FL),arnolsc01,arnolsc01,arnos001,arnolsc01,arnolsc01
358,359,arnolto01,,,1959.0,5.0,3.0,USA,TX,ElPaso,,,,,,,Tony,Arnold,,Tony Dale,,170.0,71.0,R,R,8/9/1986,10/3/1987,Texas,arnolto01,arnolto01,arnot001,arnolto01,arnolto01
